Latitude (decimal degrees):	52.546
Longitude (decimal degrees):	11.399
Elevation (m):	41
Radiation database:	PVGIS-SARAH2


Slope: 10 deg. 
Azimuth: -81 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200912:0511,5870.0,17.81,3.5,11.89,2.14,0.0
20200912:0611,151220.0,198.78,12.59,12.8,1.93,0.0
20200912:0711,323650.0,401.81,21.35,14.97,1.72,0.0
20200912:0811,434760.0,540.07,29.29,17.86,2.28,0.0
20200912:0911,513810.0,643.2,35.82,20.29,2.97,0.0
20200912:1011,547520.0,688.79,40.19,21.94,3.59,0.0
20200912:1111,538180.0,677.26,41.72,23.02,4.28,0.0
20200912:1211,490190.0,617.28,40.11,23.65,4.83,0.0
20200912:1311,349970.0,446.19,35.67,23.87,5.38,0.0
20200912:1411,271960.0,362.93,29.1,23.71,5.31,0.0
20200912:1511,135210.0,211.31,21.13,22.91,4.83,0.0
20200912:1611,42810.0,80.59,12.36,21.54,4.28,0.0
20200912:1711,5420.0,16.8,3.27,19.83,4.14,0.0
20200912:1811,0.0,0.0,0.0,18.46,3.52,0.0
20200912:1911,0.0,0.0,0.0,17.67,2.97,0.0
20200912:2011,0.0,0.0,0.0,17.03,2.48,0.0
20200912:2111,0.0,0.0,0.0,16.44,2.21,0.0
20200912:2211,0.0,0.0,0.0,15.75,2.07,0.0
20200912:2311,0.0,0.0,0.0,15.17,2.0,0.0
20200913:0011,0.0,0.0,0.0,14.65,2.07,0.0
20200913:0111,0.0,0.0,0.0,14.22,1.93,0.0
20200913:0211,0.0,0.0,0.0,14.12,1.93,0.0
20200913:0311,0.0,0.0,0.0,13.89,1.86,0.0
20200913:0411,0.0,0.0,0.0,13.83,1.86,0.0
20200913:0511,890.0,7.95,3.26,13.93,1.86,0.0
20200913:0611,79490.0,112.65,12.34,14.43,1.86,0.0
20200913:0711,246040.0,308.35,21.09,15.5,2.14,0.0
20200913:0811,420070.0,518.77,29.01,17.35,2.69,0.0
20200913:0911,419410.0,519.99,35.5,18.97,3.38,0.0
20200913:1011,521490.0,650.01,39.84,20.25,3.59,0.0
20200913:1111,505860.0,634.07,41.34,21.4,3.66,0.0
20200913:1211,423510.0,534.97,39.72,22.38,3.59,0.0
20200913:1311,352280.0,451.53,35.29,23.15,3.45,0.0
20200913:1411,204680.0,271.47,28.72,23.6,3.38,0.0
20200913:1511,132720.0,198.8,20.76,23.59,3.1,0.0
20200913:1611,47240.0,76.53,11.99,23.02,2.34,0.0
20200913:1711,1230.0,8.9,2.91,21.67,2.14,0.0
20200913:1811,0.0,0.0,0.0,20.36,2.14,0.0
20200913:1911,0.0,0.0,0.0,19.32,2.0,0.0
20200913:2011,0.0,0.0,0.0,18.47,2.0,0.0
20200913:2111,0.0,0.0,0.0,17.75,2.0,0.0
20200913:2211,0.0,0.0,0.0,17.13,1.93,0.0
20200913:2311,0.0,0.0,0.0,16.52,1.86,0.0
20200914:0011,0.0,0.0,0.0,16.01,1.72,0.0
20200914:0111,0.0,0.0,0.0,15.33,1.59,0.0
20200914:0211,0.0,0.0,0.0,14.69,1.45,0.0
20200914:0311,0.0,0.0,0.0,14.23,1.1,0.0
20200914:0411,0.0,0.0,0.0,15.14,0.76,0.0
20200914:0511,2290.0,10.93,3.01,15.06,0.76,0.0
20200914:0611,161170.0,213.46,12.09,14.03,1.24,0.0
20200914:0711,325440.0,411.25,20.82,16.67,0.69,0.0
20200914:0811,439340.0,559.02,28.72,19.9,0.97,0.0
20200914:0911,499300.0,643.25,35.18,22.56,1.31,0.0
20200914:1011,531530.0,691.44,39.48,24.57,1.59,0.0
20200914:1111,518270.0,677.37,40.95,26.12,1.79,0.0
20200914:1211,462470.0,606.15,39.32,27.19,1.93,0.0
20200914:1311,381080.0,505.4,34.9,27.82,2.0,0.0
20200914:1411,250680.0,348.01,28.35,28.09,2.07,0.0
20200914:1511,119200.0,201.57,20.39,27.96,2.07,0.0
20200914:1611,31270.0,66.71,11.63,26.93,1.59,0.0
20200914:1711,770.0,7.91,2.54,25.26,2.07,0.0
20200914:1811,0.0,0.0,0.0,23.3,2.28,0.0
20200914:1911,0.0,0.0,0.0,22.22,2.21,0.0
20200914:2011,0.0,0.0,0.0,21.17,2.14,0.0
20200914:2111,0.0,0.0,0.0,20.32,2.14,0.0
20200914:2211,0.0,0.0,0.0,19.63,2.21,0.0
20200914:2311,0.0,0.0,0.0,19.18,2.21,0.0
20200915:0011,0.0,0.0,0.0,18.73,2.21,0.0
20200915:0111,0.0,0.0,0.0,18.28,2.14,0.0
20200915:0211,0.0,0.0,0.0,17.8,2.07,0.0
20200915:0311,0.0,0.0,0.0,17.36,2.0,0.0
20200915:0411,0.0,0.0,0.0,16.92,2.0,0.0
20200915:0511,460.0,6.96,2.76,16.6,2.07,0.0
20200915:0611,119460.0,163.95,11.84,17.05,1.93,0.0
20200915:0711,303430.0,384.71,20.56,18.79,1.72,0.0
20200915:0811,414800.0,525.96,28.43,21.17,1.79,0.0
20200915:0911,492560.0,633.26,34.86,23.31,1.72,0.0
20200915:1011,521030.0,677.29,39.12,25.15,1.79,0.0
20200915:1111,509540.0,667.18,40.57,26.63,1.79,0.0
20200915:1211,444650.0,584.96,38.93,27.71,1.79,0.0
20200915:1311,365760.0,488.17,34.5,28.38,1.66,0.0
20200915:1411,245530.0,344.98,27.96,28.63,1.59,0.0
20200915:1511,117650.0,193.05,20.02,28.57,1.52,0.0
20200915:1611,30080.0,63.24,11.27,27.8,1.03,0.0
20200915:1711,0.0,0.0,0.0,26.36,1.17,0.0
20200915:1811,0.0,0.0,0.0,24.23,1.03,0.0
20200915:1911,0.0,0.0,0.0,22.79,1.17,0.0
20200915:2011,0.0,0.0,0.0,21.17,1.72,0.0
20200915:2111,0.0,0.0,0.0,20.89,2.14,0.0
20200915:2211,0.0,0.0,0.0,19.35,2.07,0.0
20200915:2311,0.0,0.0,0.0,18.76,2.07,0.0
20200916:0011,0.0,0.0,0.0,18.17,2.07,0.0
20200916:0111,0.0,0.0,0.0,17.7,2.07,0.0
20200916:0211,0.0,0.0,0.0,17.32,2.14,0.0
20200916:0311,0.0,0.0,0.0,16.99,2.0,0.0
20200916:0411,0.0,0.0,0.0,16.57,1.86,0.0
20200916:0511,0.0,4.97,2.51,15.95,1.79,0.0
20200916:0611,128220.0,174.97,11.59,16.3,1.52,0.0
20200916:0711,289530.0,368.02,20.29,18.41,1.31,0.0
20200916:0811,410830.0,521.64,28.14,21.0,1.52,0.0
20200916:0911,463570.0,595.95,34.53,23.24,1.52,0.0
20200916:1011,432460.0,558.6,38.76,24.66,1.79,0.0
20200916:1111,406040.0,525.29,40.18,25.27,2.07,0.0
20200916:1211,371350.0,481.27,38.53,25.69,2.41,0.0
20200916:1311,317550.0,415.68,34.11,25.92,2.69,0.0
20200916:1411,207670.0,281.16,27.58,25.71,2.69,0.0
20200916:1511,100170.0,144.78,19.65,25.26,2.34,0.0
20200916:1611,39230.0,65.98,10.9,24.44,2.55,0.0
20200916:1711,0.0,0.0,0.0,23.04,2.76,0.0
20200916:1811,0.0,0.0,0.0,21.65,2.83,0.0
20200916:1911,0.0,0.0,0.0,20.49,3.38,0.0
20200916:2011,0.0,0.0,0.0,19.46,3.86,0.0
20200916:2111,0.0,0.0,0.0,18.28,3.93,0.0
20200916:2211,0.0,0.0,0.0,17.22,3.86,0.0
20200916:2311,0.0,0.0,0.0,16.24,4.07,0.0
20200917:0011,0.0,0.0,0.0,15.34,3.93,0.0
20200917:0111,0.0,0.0,0.0,14.62,3.59,0.0
20200917:0211,0.0,0.0,0.0,14.08,3.17,0.0
20200917:0311,0.0,0.0,0.0,13.69,2.97,0.0
20200917:0411,0.0,0.0,0.0,13.58,2.83,0.0
20200917:0511,0.0,0.0,0.0,13.27,3.03,0.0
20200917:0611,137630.0,183.87,11.33,13.34,2.69,0.0
20200917:0711,329970.0,404.73,20.02,13.25,2.97,0.0
20200917:0811,458610.0,555.5,27.84,14.03,3.45,0.0
20200917:0911,528950.0,644.25,34.21,15.07,3.38,0.0
20200917:1011,560560.0,687.86,38.4,15.8,3.1,0.0
20200917:1111,545840.0,673.24,39.79,16.57,2.97,0.0
20200917:1211,483360.0,599.55,38.14,17.31,2.83,0.0
20200917:1311,386720.0,487.35,33.72,17.75,2.69,0.0
20200917:1411,256270.0,341.21,27.2,17.98,2.83,0.0
20200917:1511,118290.0,187.13,19.28,17.8,2.83,0.0
20200917:1611,21900.0,48.46,10.54,17.3,2.69,0.0
20200917:1711,0.0,0.0,0.0,16.36,2.34,0.0
20200917:1811,0.0,0.0,0.0,15.08,2.41,0.0
20200917:1911,0.0,0.0,0.0,13.91,2.62,0.0
20200917:2011,0.0,0.0,0.0,13.15,2.48,0.0
20200917:2111,0.0,0.0,0.0,12.45,2.41,0.0
20200917:2211,0.0,0.0,0.0,11.82,2.41,0.0
20200917:2311,0.0,0.0,0.0,11.23,2.21,0.0
20200918:0011,0.0,0.0,0.0,10.68,2.0,0.0
20200918:0111,0.0,0.0,0.0,10.08,1.86,0.0
20200918:0211,0.0,0.0,0.0,9.58,1.72,0.0
20200918:0311,0.0,0.0,0.0,9.05,1.72,0.0
20200918:0411,0.0,0.0,0.0,8.64,1.79,0.0
20200918:0511,0.0,0.0,0.0,8.29,1.72,0.0
20200918:0611,166680.0,216.7,11.08,8.74,1.59,0.0
20200918:0711,344330.0,419.7,19.75,9.93,1.52,0.0
20200918:0811,444140.0,539.32,27.55,11.88,1.79,0.0
20200918:0911,496250.0,609.58,33.88,13.77,1.66,0.0
20200918:1011,540170.0,670.09,38.04,15.47,1.79,0.0
20200918:1111,516020.0,641.44,39.41,16.87,2.21,0.0
20200918:1211,451740.0,563.58,37.74,17.91,2.48,0.0
20200918:1311,372550.0,471.71,33.33,18.53,2.69,0.0
20200918:1411,248460.0,333.97,26.82,18.84,2.76,0.0
20200918:1511,112700.0,180.92,18.91,18.77,2.76,0.0
20200918:1611,19590.0,43.09,10.17,18.16,2.07,0.0
20200918:1711,0.0,0.0,0.0,16.75,2.07,0.0
20200918:1811,0.0,0.0,0.0,15.19,2.28,0.0
20200918:1911,0.0,0.0,0.0,14.32,2.34,0.0
20200918:2011,0.0,0.0,0.0,13.49,2.41,0.0
20200918:2111,0.0,0.0,0.0,12.81,2.41,0.0
20200918:2211,0.0,0.0,0.0,12.22,2.34,0.0
20200918:2311,0.0,0.0,0.0,11.7,2.34,0.0
20200919:0011,0.0,0.0,0.0,11.27,2.28,0.0
20200919:0111,0.0,0.0,0.0,10.85,2.28,0.0
20200919:0211,0.0,0.0,0.0,10.46,2.21,0.0
20200919:0311,0.0,0.0,0.0,10.07,2.21,0.0
20200919:0411,0.0,0.0,0.0,9.72,2.21,0.0
20200919:0511,0.0,0.0,0.0,9.36,2.07,0.0
20200919:0611,104550.0,141.64,10.82,9.59,1.86,0.0
20200919:0711,209390.0,260.8,19.48,11.07,1.66,0.0
20200919:0811,352030.0,429.98,27.25,13.32,2.07,0.0
20200919:0911,397950.0,489.48,33.55,15.33,2.21,0.0
20200919:1011,444650.0,550.88,37.68,17.08,2.48,0.0
20200919:1111,507430.0,632.17,39.02,18.37,2.76,0.0
20200919:1211,395760.0,496.22,37.34,19.43,2.97,0.0
20200919:1311,288560.0,367.63,32.93,19.95,3.03,0.0
20200919:1411,241370.0,326.4,26.43,19.85,2.97,0.0
20200919:1511,107290.0,176.43,18.53,19.44,2.55,0.0
20200919:1611,17890.0,38.33,9.81,18.8,2.48,0.0
20200919:1711,0.0,0.0,0.0,17.22,2.48,0.0
20200919:1811,0.0,0.0,0.0,15.88,2.55,0.0
20200919:1911,0.0,0.0,0.0,14.97,2.62,0.0
20200919:2011,0.0,0.0,0.0,14.15,2.62,0.0
20200919:2111,0.0,0.0,0.0,13.45,2.55,0.0
20200919:2211,0.0,0.0,0.0,12.87,2.55,0.0
20200919:2311,0.0,0.0,0.0,12.35,2.41,0.0
20200920:0011,0.0,0.0,0.0,11.84,2.34,0.0
20200920:0111,0.0,0.0,0.0,11.4,2.21,0.0
20200920:0211,0.0,0.0,0.0,10.94,2.07,0.0
20200920:0311,0.0,0.0,0.0,10.48,2.07,0.0
20200920:0411,0.0,0.0,0.0,10.11,2.14,0.0
20200920:0511,0.0,0.0,0.0,9.78,2.14,0.0
20200920:0611,164950.0,216.84,10.57,10.06,2.0,0.0
20200920:0711,218220.0,271.9,19.21,11.71,1.79,0.0
20200920:0811,413880.0,505.79,26.96,13.96,2.21,0.0
20200920:0911,502500.0,619.56,33.22,15.99,2.34,0.0
20200920:1011,531190.0,661.75,37.31,17.9,2.41,0.0
20200920:1111,501350.0,629.3,38.63,19.56,2.48,0.0
20200920:1211,430750.0,545.03,36.94,20.76,2.48,0.0
20200920:1311,352340.0,454.11,32.54,21.45,2.55,0.0
20200920:1411,231150.0,318.25,26.05,21.66,2.69,0.0
20200920:1511,99850.0,168.18,18.16,21.48,2.76,0.0
20200920:1611,18350.0,36.51,9.44,20.6,2.28,0.0
20200920:1711,0.0,0.0,0.0,18.86,2.34,0.0
20200920:1811,0.0,0.0,0.0,17.25,2.55,0.0
20200920:1911,0.0,0.0,0.0,16.43,2.62,0.0
20200920:2011,0.0,0.0,0.0,15.53,2.55,0.0
20200920:2111,0.0,0.0,0.0,14.77,2.41,0.0
20200920:2211,0.0,0.0,0.0,14.09,2.14,0.0
20200920:2311,0.0,0.0,0.0,13.44,2.0,0.0
20200921:0011,0.0,0.0,0.0,12.75,1.93,0.0
20200921:0111,0.0,0.0,0.0,12.14,1.93,0.0
20200921:0211,0.0,0.0,0.0,11.51,1.93,0.0
20200921:0311,0.0,0.0,0.0,11.01,1.86,0.0
20200921:0411,0.0,0.0,0.0,10.55,1.79,0.0
20200921:0511,0.0,0.0,0.0,10.08,1.72,0.0
20200921:0611,135910.0,181.99,10.31,10.5,1.52,0.0
20200921:0711,310560.0,384.84,18.94,12.15,1.17,0.0
20200921:0811,422070.0,521.08,26.66,14.64,1.45,0.0
20200921:0911,487060.0,607.14,32.89,16.94,1.66,0.0
20200921:1011,509490.0,641.73,36.95,19.0,1.79,0.0
20200921:1111,498760.0,633.56,38.24,20.63,1.79,0.0
20200921:1211,431850.0,553.46,36.54,21.84,1.66,0.0
20200921:1311,339070.0,443.26,32.14,22.66,1.59,0.0
20200921:1411,220510.0,308.5,25.66,23.0,1.45,0.0
20200921:1511,94440.0,161.58,17.78,22.96,1.31,0.0
20200921:1611,31320.0,54.36,9.07,22.34,1.17,0.0
20200921:1711,0.0,0.0,0.0,20.75,1.93,0.0
20200921:1811,0.0,0.0,0.0,18.8,2.07,0.0
20200921:1911,0.0,0.0,0.0,17.86,2.07,0.0
20200921:2011,0.0,0.0,0.0,16.91,2.14,0.0
20200921:2111,0.0,0.0,0.0,16.15,2.14,0.0
20200921:2211,0.0,0.0,0.0,15.52,2.07,0.0
20200921:2311,0.0,0.0,0.0,14.96,2.0,0.0
20200922:0011,0.0,0.0,0.0,14.34,1.93,0.0
20200922:0111,0.0,0.0,0.0,13.71,1.86,0.0
20200922:0211,0.0,0.0,0.0,13.37,1.72,0.0
20200922:0311,0.0,0.0,0.0,12.76,1.66,0.0
20200922:0411,0.0,0.0,0.0,12.18,1.66,0.0
20200922:0511,0.0,0.0,0.0,11.71,1.66,0.0
20200922:0611,120470.0,164.08,10.05,11.65,1.31,0.0
20200922:0711,291510.0,366.07,18.66,13.57,0.55,0.0
20200922:0811,408210.0,513.89,26.36,16.75,0.62,0.0
20200922:0911,470070.0,600.29,32.56,19.61,0.76,0.0
20200922:1011,492240.0,634.14,36.58,21.69,1.03,0.0
20200922:1111,482120.0,623.32,37.85,23.06,1.31,0.0
20200922:1211,425880.0,551.9,36.14,23.99,1.66,0.0
20200922:1311,329920.0,434.9,31.75,24.53,1.86,0.0
20200922:1411,214230.0,302.6,25.28,24.65,1.93,0.0
20200922:1511,90080.0,156.46,17.41,24.48,1.72,0.0
20200922:1611,28890.0,51.39,8.71,23.63,1.03,0.0
20200922:1711,0.0,0.0,0.0,21.88,0.76,0.0
20200922:1811,0.0,0.0,0.0,21.18,0.69,0.0
20200922:1911,0.0,0.0,0.0,20.7,0.62,0.0
20200922:2011,0.0,0.0,0.0,19.2,0.97,0.0
20200922:2111,0.0,0.0,0.0,16.85,1.31,0.0
20200922:2211,0.0,0.0,0.0,15.55,1.66,0.0
20200922:2311,0.0,0.0,0.0,15.02,1.72,0.0
20200923:0011,0.0,0.0,0.0,14.85,2.0,0.0
20200923:0111,0.0,0.0,0.0,14.71,2.07,0.0
20200923:0211,0.0,0.0,0.0,14.11,2.0,0.0
20200923:0311,0.0,0.0,0.0,13.89,2.0,0.0
20200923:0411,0.0,0.0,0.0,13.53,1.93,0.0
20200923:0511,0.0,0.0,0.0,13.25,1.86,0.0
20200923:0611,37240.0,60.35,9.79,13.37,1.72,0.0
20200923:0711,118740.0,158.74,18.39,15.19,1.1,0.0
20200923:0811,216980.0,277.28,26.06,17.84,1.31,0.0
20200923:0911,310910.0,394.56,32.22,20.14,1.59,0.0
20200923:1011,406780.0,519.1,36.22,21.93,1.66,0.0
20200923:1111,430240.0,553.19,37.46,23.03,1.59,0.0
20200923:1211,386150.0,499.22,35.74,23.73,1.72,0.0
20200923:1311,317380.0,417.87,31.35,24.19,2.0,0.0
20200923:1411,171090.0,233.61,24.89,24.27,2.28,0.0
20200923:1511,86390.0,149.13,17.04,24.0,2.21,0.0
20200923:1611,28970.0,51.39,8.34,23.17,1.38,0.0
20200923:1711,0.0,0.0,0.0,21.8,1.38,0.0
20200923:1811,0.0,0.0,0.0,19.67,1.17,0.0
20200923:1911,0.0,0.0,0.0,19.0,1.79,0.0
20200923:2011,0.0,0.0,0.0,17.51,2.21,0.0
20200923:2111,0.0,0.0,0.0,16.69,2.28,0.0
20200923:2211,0.0,0.0,0.0,16.57,2.48,0.0
20200923:2311,0.0,0.0,0.0,16.65,2.69,0.0
20200924:0011,0.0,0.0,0.0,16.64,2.76,0.0
20200924:0111,0.0,0.0,0.0,16.48,2.76,0.0
20200924:0211,0.0,0.0,0.0,16.37,2.97,0.0
20200924:0311,0.0,0.0,0.0,16.32,3.1,0.0
20200924:0411,0.0,0.0,0.0,16.34,3.17,0.0
20200924:0511,0.0,0.0,0.0,16.4,3.31,0.0
20200924:0611,48470.0,75.69,9.53,16.56,3.45,0.0
20200924:0711,33150.0,55.66,18.11,17.78,3.59,0.0
20200924:0811,203750.0,259.32,25.76,17.95,3.93,0.0
20200924:0911,226700.0,285.88,31.89,17.55,4.14,0.0
20200924:1011,509180.0,625.62,35.85,17.59,3.93,0.0
20200924:1111,482770.0,596.57,37.07,18.52,3.93,0.0
20200924:1211,357470.0,446.96,35.34,19.38,4.0,0.0
20200924:1311,330030.0,421.41,30.95,19.86,4.0,0.0
20200924:1411,209860.0,288.83,24.51,19.94,3.66,0.0
20200924:1511,88650.0,148.25,16.66,19.84,3.1,0.0
20200924:1611,21460.0,40.52,7.97,19.26,1.72,0.0
20200924:1711,0.0,0.0,0.0,18.18,1.38,0.0
20200924:1811,0.0,0.0,0.0,16.74,2.0,0.0
20200924:1911,0.0,0.0,0.0,15.52,1.93,0.0
20200924:2011,0.0,0.0,0.0,14.94,2.0,0.0
20200924:2111,0.0,0.0,0.0,14.73,2.14,0.0
20200924:2211,0.0,0.0,0.0,14.72,2.07,0.0
20200924:2311,0.0,0.0,0.0,14.53,1.93,0.0
20200925:0011,0.0,0.0,0.0,12.75,2.14,0.0
20200925:0111,0.0,0.0,0.0,12.42,2.07,0.0
20200925:0211,0.0,0.0,0.0,12.46,2.21,0.0
20200925:0311,0.0,0.0,0.0,12.45,2.28,0.0
20200925:0411,0.0,0.0,0.0,12.52,2.07,0.0
20200925:0511,0.0,0.0,0.0,12.5,2.14,0.0
20200925:0611,8230.0,20.87,9.27,12.66,2.0,0.0
20200925:0711,33860.0,55.66,17.83,13.3,1.66,0.0
20200925:0811,41730.0,65.6,25.45,13.82,2.14,0.0
20200925:0911,94140.0,128.21,31.55,13.78,3.1,0.0
20200925:1011,248410.0,306.94,35.48,13.96,3.93,0.0
20200925:1111,390830.0,475.1,36.68,14.45,3.93,0.0
20200925:1211,329760.0,405.93,34.94,15.09,3.52,0.0
20200925:1311,306650.0,384.88,30.56,15.63,3.45,0.0
20200925:1411,200100.0,268.27,24.13,15.84,3.38,0.0
20200925:1511,76590.0,138.89,16.29,15.68,3.03,0.0
20200925:1611,20460.0,38.55,7.61,15.27,2.28,0.0
20200925:1711,0.0,0.0,0.0,14.28,1.59,0.0
20200925:1811,0.0,0.0,0.0,13.22,1.45,0.0
20200925:1911,0.0,0.0,0.0,12.38,1.72,0.0
20200925:2011,0.0,0.0,0.0,11.96,1.86,0.0
20200925:2111,0.0,0.0,0.0,12.01,1.86,0.0
20200925:2211,0.0,0.0,0.0,11.66,1.86,0.0
20200925:2311,0.0,0.0,0.0,11.01,1.79,0.0
20200926:0011,0.0,0.0,0.0,10.43,1.72,0.0
20200926:0111,0.0,0.0,0.0,9.72,1.72,0.0
20200926:0211,0.0,0.0,0.0,9.64,1.59,0.0
20200926:0311,0.0,0.0,0.0,9.53,1.52,0.0
20200926:0411,0.0,0.0,0.0,9.51,1.45,0.0
20200926:0511,0.0,0.0,0.0,9.28,1.31,0.0
20200926:0611,14600.0,29.82,9.01,9.38,0.97,0.0
20200926:0711,44240.0,67.58,17.55,9.4,0.97,0.0
20200926:0811,89670.0,121.25,25.15,9.63,1.17,0.0
20200926:0911,128510.0,166.21,31.22,9.98,1.45,0.0
20200926:1011,121180.0,158.02,35.11,10.46,1.66,0.0
20200926:1111,96140.0,129.2,36.28,10.78,1.79,0.0
20200926:1211,69810.0,98.39,34.54,10.78,2.14,0.0
20200926:1311,56470.0,82.49,30.16,10.55,2.55,0.0
20200926:1411,24970.0,43.73,23.74,10.47,3.45,0.0
20200926:1511,42540.0,65.6,15.92,10.35,4.21,0.0
20200926:1611,5750.0,16.8,7.24,10.27,4.41,0.0
20200926:1711,0.0,0.0,0.0,10.26,4.83,0.0
20200926:1811,0.0,0.0,0.0,10.34,4.9,0.0
20200926:1911,0.0,0.0,0.0,10.04,5.03,0.0
20200926:2011,0.0,0.0,0.0,9.99,4.69,0.0
20200926:2111,0.0,0.0,0.0,9.96,4.21,0.0
20200926:2211,0.0,0.0,0.0,9.95,3.72,0.0
20200926:2311,0.0,0.0,0.0,9.89,3.66,0.0
20200927:0011,0.0,0.0,0.0,9.72,3.59,0.0
20200927:0111,0.0,0.0,0.0,9.56,3.1,0.0
20200927:0211,0.0,0.0,0.0,9.42,2.62,0.0
20200927:0311,0.0,0.0,0.0,9.27,2.41,0.0
20200927:0411,0.0,0.0,0.0,8.93,2.28,0.0
20200927:0511,0.0,0.0,0.0,8.4,2.07,0.0
20200927:0611,2950.0,11.93,8.75,8.31,1.79,0.0
20200927:0711,41020.0,63.61,17.27,9.21,1.17,0.0
20200927:0811,60730.0,87.46,24.84,9.84,1.1,0.0
20200927:0911,130820.0,169.2,30.88,10.34,1.31,0.0
20200927:1011,194930.0,244.12,34.74,11.01,1.1,0.0
20200927:1111,128770.0,167.96,35.89,11.74,1.1,0.0
20200927:1211,123240.0,162.0,34.14,12.38,1.03,0.0
20200927:1311,179500.0,228.89,29.77,12.99,1.03,0.0
20200927:1411,59710.0,87.46,23.36,13.37,1.31,0.0
20200927:1511,25300.0,44.72,15.54,13.59,1.45,0.0
20200927:1611,3900.0,13.84,6.88,13.23,0.9,0.0
20200927:1711,0.0,0.0,0.0,12.77,0.76,0.0
20200927:1811,0.0,0.0,0.0,12.3,0.55,0.0
20200927:1911,0.0,0.0,0.0,11.32,1.24,0.0
20200927:2011,0.0,0.0,0.0,10.88,1.17,0.0
20200927:2111,0.0,0.0,0.0,10.35,1.31,0.0
20200927:2211,0.0,0.0,0.0,10.18,1.72,0.0
20200927:2311,0.0,0.0,0.0,10.07,1.79,0.0
20200928:0011,0.0,0.0,0.0,10.12,1.72,0.0
20200928:0111,0.0,0.0,0.0,10.04,1.66,0.0
20200928:0211,0.0,0.0,0.0,9.74,1.66,0.0
20200928:0311,0.0,0.0,0.0,9.71,1.59,0.0
20200928:0411,0.0,0.0,0.0,9.53,1.72,0.0
20200928:0511,0.0,0.0,0.0,9.53,1.93,0.0
20200928:0611,46850.0,72.3,8.48,9.72,1.93,0.0
20200928:0711,157280.0,200.41,16.99,10.25,1.59,0.0
20200928:0811,228470.0,282.78,24.54,11.37,1.38,0.0
20200928:0911,463270.0,565.75,30.54,12.71,1.66,0.0
20200928:1011,239230.0,298.95,34.37,14.2,1.79,0.0
20200928:1111,176940.0,226.8,35.5,15.53,2.34,0.0
20200928:1211,226740.0,286.76,33.74,16.46,2.55,0.0
20200928:1311,117610.0,157.84,29.37,16.82,2.62,0.0
20200928:1411,129840.0,173.94,22.97,16.78,2.14,0.0
20200928:1511,80090.0,117.88,15.17,16.53,1.31,0.0
20200928:1611,22560.0,41.51,6.51,15.93,0.76,0.0
20200928:1711,0.0,0.0,0.0,15.05,0.83,0.0
20200928:1811,0.0,0.0,0.0,13.83,1.1,0.0
20200928:1911,0.0,0.0,0.0,13.21,1.38,0.0
20200928:2011,0.0,0.0,0.0,12.5,1.31,0.0
20200928:2111,0.0,0.0,0.0,12.09,1.17,0.0
20200928:2211,0.0,0.0,0.0,11.83,1.03,0.0
20200928:2311,0.0,0.0,0.0,11.6,1.1,0.0
20200929:0011,0.0,0.0,0.0,11.36,1.17,0.0
20200929:0111,0.0,0.0,0.0,11.0,1.03,0.0
20200929:0211,0.0,0.0,0.0,10.47,1.17,0.0
20200929:0311,0.0,0.0,0.0,9.95,1.31,0.0
20200929:0411,0.0,0.0,0.0,9.34,1.52,0.0
20200929:0511,0.0,0.0,0.0,8.97,1.45,0.0
20200929:0611,104420.0,145.6,8.22,8.77,1.24,0.0
20200929:0711,278200.0,346.47,16.71,10.52,0.97,0.0
20200929:0811,383960.0,474.49,24.23,12.7,0.69,0.0
20200929:0911,444840.0,555.64,30.2,14.37,0.41,0.0
20200929:1011,470860.0,593.2,34.0,15.87,0.48,0.0
20200929:1111,451850.0,569.38,35.11,17.14,0.97,0.0
20200929:1211,393130.0,496.56,33.34,18.05,1.66,0.0
20200929:1311,300950.0,389.89,28.98,18.42,2.07,0.0
20200929:1411,180310.0,256.54,22.59,18.36,1.93,0.0
20200929:1511,64480.0,119.22,14.8,18.27,1.66,0.0
20200929:1611,19490.0,37.56,6.15,17.41,1.1,0.0
20200929:1711,0.0,0.0,0.0,15.84,1.24,0.0
20200929:1811,0.0,0.0,0.0,14.12,1.45,0.0
20200929:1911,0.0,0.0,0.0,13.34,1.79,0.0
20200929:2011,0.0,0.0,0.0,12.13,1.86,0.0
20200929:2111,0.0,0.0,0.0,11.39,1.86,0.0
20200929:2211,0.0,0.0,0.0,11.19,1.79,0.0
20200929:2311,0.0,0.0,0.0,10.8,1.66,0.0
20200930:0011,0.0,0.0,0.0,10.34,1.59,0.0
20200930:0111,0.0,0.0,0.0,9.95,1.38,0.0
20200930:0211,0.0,0.0,0.0,9.5,1.45,0.0
20200930:0311,0.0,0.0,0.0,8.91,1.38,0.0
20200930:0411,0.0,0.0,0.0,8.5,1.31,0.0
20200930:0511,0.0,0.0,0.0,8.08,1.24,0.0
20200930:0611,91030.0,128.81,7.95,8.07,1.1,0.0
20200930:0711,263970.0,330.59,16.43,10.57,0.55,0.0
20200930:0811,365900.0,454.5,23.92,13.27,0.48,0.0
20200930:0911,410270.0,510.1,29.86,15.17,0.97,0.0
20200930:1011,317540.0,397.82,33.64,16.41,1.1,0.0
20200930:1111,320090.0,403.15,34.72,17.11,1.03,0.0
